"UnitID","Institution.Name","ug_2016_grand_total","ug_2016_ai_an","ug_2016_asian","ug_2016_black","ug_2016_hispanic","ug_2016_nh_pi","ug_2016_white","ug_2016_two_m_races","ug_2016_unknown","ug_2016_non_resid","ftf_2016_grand_total","ftf_2016_ai_an","ftf_2016_asian","ftf_2016_black","ftf_2016_hispanic","ftf_2016_nh_pi","ftf_2016_white","ftf_2016_two_m_races","ftf_2016_unknown","ftf_2016_non_resid","trans_2016_grand_total","trans_2016_ai_an","trans_2016_asian","trans_2016_black","trans_2016_hispanic","trans_2016_nh_pi","trans_2016_white","trans_2016_two_m_races","trans_2016_unknown","trans_2016_non_resid","ug_2015_grand_total","ug_2015_ai_an","ug_2015_asian","ug_2015_black","ug_2015_hispanic","ug_2015_nh_pi","ug_2015_white","ug_2015_two_m_races","ug_2015_unknown","ug_2015_non_resid","ftf_2015_grand_total","ftf_2015_ai_an","ftf_2015_asian","ftf_2015_black","ftf_2015_hispanic","ftf_2015_nh_pi","ftf_2015_white","ftf_2015_two_m_races","ftf_2015_unknown","ftf_2015_non_resid","trans_2015_grand_total","trans_2015_ai_an","trans_2015_asian","trans_2015_black","trans_2015_hispanic","trans_2015_nh_pi","trans_2015_white","trans_2015_two_m_races","trans_2015_unknown","trans_2015_non_resid","ug_2014_grand_total","ug_2014_ai_an","ug_2014_asian","ug_2014_black","ug_2014_hispanic","ug_2014_nh_pi","ug_2014_white","ug_2014_two_m_races","ug_2014_unknown","ug_2014_non_resid","ftf_2014_grand_total","ftf_2014_ai_an","ftf_2014_asian","ftf_2014_black","ftf_2014_hispanic","ftf_2014_nh_pi","ftf_2014_white","ftf_2014_two_m_races","ftf_2014_unknown","ftf_2014_non_resid","trans_2014_grand_total","trans_2014_ai_an","trans_2014_asian","trans_2014_black","trans_2014_hispanic","trans_2014_nh_pi","trans_2014_white","trans_2014_two_m_races","trans_2014_unknown","trans_2014_non_resid","ug_2013_grand_total","ug_2013_ai_an","ug_2013_asian","ug_2013_black","ug_2013_hispanic","ug_2013_nh_pi","ug_2013_white","ug_2013_two_m_races","ug_2013_unknown","ug_2013_non_resid","ftf_2013_grand_total","ftf_2013_ai_an","ftf_2013_asian","ftf_2013_black","ftf_2013_hispanic","ftf_2013_nh_pi","ftf_2013_white","ftf_2013_two_m_races","ftf_2013_unknown","ftf_2013_non_resid","trans_2013_grand_total","trans_2013_ai_an","trans_2013_asian","trans_2013_black","trans_2013_hispanic","trans_2013_nh_pi","trans_2013_white","trans_2013_two_m_races","trans_2013_unknown","trans_2013_non_resid","ug_2012_grand_total","ug_2012_ai_an","ug_2012_asian","ug_2012_black","ug_2012_hispanic","ug_2012_nh_pi","ug_2012_white","ug_2012_two_m_races","ug_2012_unknown","ug_2012_non_resid","ftf_2012_grand_total","ftf_2012_ai_an","ftf_2012_asian","ftf_2012_black","ftf_2012_hispanic","ftf_2012_nh_pi","ftf_2012_white","ftf_2012_two_m_races","ftf_2012_unknown","ftf_2012_non_resid","trans_2012_grand_total","trans_2012_ai_an","trans_2012_asian","trans_2012_black","trans_2012_hispanic","trans_2012_nh_pi","trans_2012_white","trans_2012_two_m_races","trans_2012_unknown","trans_2012_non_resid","ug_2011_grand_total","ug_2011_ai_an","ug_2011_asian","ug_2011_black","ug_2011_hispanic","ug_2011_nh_pi","ug_2011_white","ug_2011_two_m_races","ug_2011_unknown","ug_2011_non_resid","ftf_2011_grand_total","ftf_2011_ai_an","ftf_2011_asian","ftf_2011_black","ftf_2011_hispanic","ftf_2011_nh_pi","ftf_2011_white","ftf_2011_two_m_races","ftf_2011_unknown","ftf_2011_non_resid","trans_2011_grand_total","trans_2011_ai_an","trans_2011_asian","trans_2011_black","trans_2011_hispanic","trans_2011_nh_pi","trans_2011_white","trans_2011_two_m_races","trans_2011_unknown","trans_2011_non_resid","ug_2010_grand_total","ug_2010_ai_an","ug_2010_asian","ug_2010_black","ug_2010_hispanic","ug_2010_nh_pi","ug_2010_white","ug_2010_two_m_races","ug_2010_unknown","ug_2010_non_resid","ftf_2010_grand_total","ftf_2010_ai_an","ftf_2010_asian","ftf_2010_black","ftf_2010_hispanic","ftf_2010_nh_pi","ftf_2010_white","ftf_2010_two_m_races","ftf_2010_unknown","ftf_2010_non_resid","trans_2010_grand_total","trans_2010_ai_an","trans_2010_asian","trans_2010_black","trans_2010_hispanic","trans_2010_nh_pi","trans_2010_white","trans_2010_two_m_races","trans_2010_unknown","trans_2010_non_resid","urm_percent_ug_2016","minority_percent_ug_2016","urm_percent_ug_2015","minority_percent_ug_2015","urm_percent_ug_2014","minority_percent_ug_2014","urm_percent_ug_2013","minority_percent_ug_2013","urm_percent_ug_2012","minority_percent_ug_2012","urm_percent_ug_2011","minority_percent_ug_2011","urm_percent_ug_2010","minority_percent_ug_2010","urm_percent_ftf_2016","minority_percent_ftf_2016","urm_percent_ftf_2015","minority_percent_ftf_2015","urm_percent_ftf_2014","minority_percent_ftf_2014","urm_percent_ftf_2013","minority_percent_ftf_2013","urm_percent_ftf_2012","minority_percent_ftf_2012","urm_percent_ftf_2011","minority_percent_ftf_2011","urm_percent_ftf_2010","minority_percent_ftf_2010","urm_percent_trans_2016","minority_percent_trans_2016","urm_percent_trans_2015","minority_percent_trans_2015","urm_percent_trans_2014","minority_percent_trans_2014","urm_percent_trans_2013","minority_percent_trans_2013","urm_percent_trans_2012","minority_percent_trans_2012","urm_percent_trans_2011","minority_percent_trans_2011","urm_percent_trans_2010","minority_percent_trans_2010"
110680,"University of California-San Diego",28127,29,10142,408,4694,82,5599,1295,480,5398,5748,7,1967,87,1186,13,889,259,97,1243,2881,3,800,65,442,12,731,143,28,657,26590,31,9968,329,4143,84,5699,1261,467,4608,5292,5,1917,57,726,11,936,245,110,1285,2676,3,768,51,428,11,730,117,40,528,24810,32,9548,292,4025,84,5574,1178,423,3654,4922,3,1865,48,858,9,832,224,77,1006,2459,4,733,30,365,4,734,100,31,458,23805,31,9545,283,3765,97,5610,1133,532,2809,5228,5,2050,70,813,23,1091,248,87,841,2699,4,714,33,395,9,862,110,37,535,22676,44,9623,278,3575,92,5457,929,705,1973,4575,5,1873,51,625,23,985,262,77,674,2228,5,661,30,309,10,699,103,38,373,23046,57,10237,334,3580,82,5636,641,1058,1421,3445,2,1412,33,715,15,706,174,27,361,2795,4,792,38,450,16,925,129,59,382,23663,79,11083,351,3241,73,5841,353,1567,1075,3949,4,1929,32,605,13,785,218,182,181,2567,6,673,33,343,9,828,135,233,307,18.1391545490098,80.0938599921783,16.8183527641971,78.567130500188,17.4002418379686,77.5332527206772,17.0048309178744,76.4335223692502,16.9915328982184,75.9349091550538,16.983424455437,75.5445630478174,15.1798165913029,75.3158940117483,22.1468336812804,84.5337508698678,14.7959183673469,82.312925170068,18.4071515644047,83.0963023161317,16.8898240244835,79.1315990818669,14.775956284153,78.4699453551913,21.7126269956459,79.5065312046444,16.1306659913902,80.1215497594328,17.5980562304755,74.6268656716418,17.8998505231689,72.7204783258595,16.0634404229362,70.1504676697845,15.8577250833642,68.0622452760282,15.2154398563734,68.6265709156194,17.4597495527728,66.9051878354204,14.6474483833268,67.7444487728866
110705,"University of California-Santa Barbara",21574,23,3972,453,5658,26,7213,1826,590,1813,4996,4,935,87,1277,7,1588,433,119,546,2044,1,230,48,539,1,736,163,79,247,20607,26,3956,451,5295,26,7118,1731,550,1454,4473,6,897,102,1246,5,1366,384,127,340,1541,2,210,37,360,5,576,109,41,201,20238,22,3851,434,5128,21,7394,1704,545,1139,4738,9,982,102,1245,7,1534,390,122,347,1592,2,234,34,386,1,600,101,44,190,19362,20,3414,413,4803,14,7677,1633,620,768,4624,3,817,99,1180,5,1707,435,118,260,1495,2,210,24,376,1,625,115,37,105,18977,28,3249,418,4600,18,7974,1434,704,552,4741,7,1001,96,1178,3,1702,410,116,228,1651,1,209,21,370,1,778,121,69,81,18620,47,2947,473,4459,24,8343,1067,908,352,4098,3,781,90,1044,4,1614,348,110,104,1414,4,149,12,283,0,750,76,64,76,19186,132,3222,563,4372,44,8913,387,1276,277,3720,5,542,85,911,2,1558,300,282,35,1591,6,151,22,315,1,719,87,220,70,28.3257624918884,66.5662371372949,27.8837288300092,65.4583393992333,27.4829528609546,63.4647692459729,26.9393657679992,60.3501704369383,26.4425357011119,57.9807134952838,26.4876476906552,55.1933404940924,25.7218805378922,53.5442510163661,27.3018414731785,68.2145716573259,30.1363737983456,69.4612117147328,28.4297171802448,67.6234698184888,27.6600346020761,63.0839100346021,26.8719679392533,64.1004007593335,27.6720351390922,60.614934114202,26.7741935483871,58.1182795698925,28.7181996086106,63.9921722113503,25.7624918883842,62.6216742375081,26.3819095477387,62.3115577889447,26.7558528428094,58.1939799331104,23.6826165960024,52.8770442156269,20.8628005657709,46.958981612447,21.1816467630421,54.8082966687618
126614,"University of Colorado Boulder",27901,61,1528,454,3112,19,19172,1385,201,1969,6421,10,355,95,805,6,4256,399,15,480,1202,1,50,17,147,2,756,54,22,153,27142,76,1471,441,2855,17,19173,1244,242,1623,6213,16,337,102,728,5,4251,328,18,428,1116,5,30,13,116,1,722,49,27,153,26557,74,1422,426,2660,17,19160,1127,310,1361,5865,16,375,94,667,3,4018,291,15,386,1306,1,31,15,133,2,886,53,30,155,26096,82,1342,437,2492,16,19311,953,465,998,5840,8,298,123,634,3,4198,276,27,273,1290,4,39,24,120,2,879,42,47,133,25941,119,1395,398,2305,13,19528,685,697,801,5477,15,288,90,563,4,4069,244,33,171,1194,7,37,13,108,2,822,39,48,118,26530,141,1486,420,2155,10,20258,476,926,658,5704,15,261,77,580,6,4380,215,40,130,1349,4,35,14,122,1,890,47,71,165,26648,170,1571,464,1921,2,20587,243,1161,529,5191,13,263,68,485,1,4031,181,59,90,1129,6,41,26,105,1,843,34,25,48,12.7809039102541,31.2856170029748,12.1435413749908,29.3604008547638,11.6202884361938,27.8532966826072,11.2239423666462,26.0001532801962,10.4197987741413,24.7214833661,9.70599321522804,23.6411609498681,8.95001501050736,22.7446712698889,14.0165083320355,33.7174894876187,13.3590857878642,31.5789473684211,12.9752770673487,31.4919011082694,12.9623287671233,28.1164383561644,11.9225853569472,25.7075041080884,11.5182328190743,23.2117812061711,10.6530533615874,22.3463687150838,13.6439267886855,37.1048252911814,11.5591397849462,35.3046594982079,11.3323124042879,32.1592649310873,11.1627906976744,31.8604651162791,10.1340033500838,31.1557788944724,10.0815418828762,34.0252038547072,11.6031886625332,25.3321523472099
129020,"University of Connecticut",19324,30,2056,1120,1859,12,11491,542,929,1285,3822,2,402,254,471,1,2111,122,86,373,874,2,59,39,76,4,631,26,19,18,18826,31,1929,1016,1643,10,11326,518,1225,1128,3774,10,433,247,318,4,2151,100,176,335,876,1,55,28,81,1,640,32,20,18,18395,22,1798,939,1544,9,11252,489,1432,910,3588,5,448,197,355,2,2117,111,109,244,809,2,39,25,58,0,588,20,55,22,18032,25,1595,943,1397,12,11353,455,1524,728,3755,4,382,153,326,0,2278,107,364,141,785,2,25,22,56,0,515,15,134,16,17528,20,1474,967,1238,19,11232,356,1563,659,3114,2,268,202,265,2,1816,88,289,182,867,1,51,35,48,0,662,29,26,15,17815,28,1466,982,1192,18,11382,226,2014,507,3327,2,278,208,271,3,2026,73,326,140,911,3,32,46,59,0,684,19,60,8,17345,42,1411,902,1035,13,11152,124,2298,368,3339,4,293,196,239,5,2296,101,103,102,800,2,27,31,50,0,577,18,82,13,15.4160629269302,40.5350859035396,14.1240837140125,39.8385211940933,13.4982332155477,38.8312041315575,12.9769299023957,37.0397071872227,12.5798722044728,35.9196713829302,12.2031995509402,36.1100196463654,11.167483424618,35.7048140674546,18.9691261119833,44.7671376242805,14.9708532061473,43.0047694753577,15.3846153846154,40.9977703455964,12.7563249001332,39.3342210386152,14.9967886962107,41.6827231856134,14.3973549744515,39.1042981665164,13.0278526504942,31.2368972746331,13.1578947368421,27.8032036613272,12.4429223744292,26.9406392694064,10.2595797280593,27.3176761433869,9.93630573248408,34.3949044585987,9.57324106113033,23.6447520184544,11.5257958287596,24.9176728869374,10.125,27.875
130943,"University of Delaware",19215,19,989,1135,1491,14,13919,587,277,784,4381,8,237,246,382,2,3077,145,90,194,411,0,10,35,35,0,261,19,13,38,19100,17,941,1108,1414,16,14099,556,238,711,4487,7,244,251,364,4,3355,123,23,116,379,0,27,31,16,0,245,11,7,42,18951,15,860,1063,1353,21,14153,528,234,724,4521,2,221,258,358,5,3393,139,31,114,442,0,18,40,23,1,277,15,6,62,18487,14,812,1001,1270,22,13842,482,267,777,4224,3,211,261,394,2,3040,158,47,108,484,1,28,46,19,0,329,11,17,33,18202,16,712,911,1120,26,13937,375,350,755,4226,1,151,218,334,3,3298,113,23,85,495,2,14,51,25,0,346,8,5,44,17872,20,698,879,1031,31,13736,290,456,731,4254,1,151,130,302,7,3396,104,29,134,508,1,11,43,30,1,345,16,7,54,17507,30,717,975,971,32,13450,191,551,590,3746,2,160,164,204,6,2881,89,52,188,486,0,14,41,20,1,341,9,15,45,13.6664064532917,27.5618006765548,13.2041884816754,26.1832460732984,12.7486676164846,25.3179251754525,12.2843078920322,25.1257640504138,11.1581144929129,23.4314910449401,10.6871083258729,23.142345568487,11.1155537784886,23.173587707774,14.3346267975348,29.7648938598494,13.7062625362157,25.2284377089369,13.625304136253,24.9502322495023,15.5066287878788,28.030303030303,13.0619971604354,21.9592995740653,10.1551480959097,20.1692524682652,9.82381206620395,23.0912973838761,17.0316301703163,36.4963503649635,12.401055408971,35.3562005277045,14.2533936651584,37.3303167420815,13.4297520661157,32.0247933884297,15.3535353535354,30.1010101010101,14.3700787401575,32.0866141732283,12.5514403292181,29.8353909465021
134130,"University of Florida",34554,67,2808,2130,7352,186,19165,1098,962,786,6833,8,673,401,1313,11,3806,305,166,150,1841,11,82,115,480,5,963,19,94,72,33402,65,2656,2133,6956,179,18867,987,906,653,6875,8,646,421,1415,15,3853,261,165,91,1794,8,72,124,480,8,953,15,69,65,32829,83,2527,2193,6537,196,18877,942,909,565,6504,6,601,362,1310,8,3778,206,170,63,1648,16,72,103,401,7,899,25,72,53,33168,88,2486,2439,6273,231,19290,930,916,515,6370,4,559,395,1215,6,3763,220,155,53,1806,17,70,115,417,2,1000,22,108,55,32776,94,2551,2631,6002,184,19149,857,871,437,6290,6,565,420,1167,9,3725,203,144,51,1841,18,90,112,438,7,1055,21,58,42,32598,107,2646,2830,5658,117,19196,727,926,391,6429,12,567,603,1123,13,3725,214,134,38,1784,13,91,82,414,4,1071,14,58,37,32660,125,2710,3068,5392,43,19110,553,1231,428,6384,11,592,566,1062,13,3718,223,149,50,1716,5,80,91,359,0,1045,36,61,39,27.4411066736123,44.5360884412803,27.2109454523681,43.5153583617747,26.5923421365256,42.4990100216272,26.2662807525326,41.8415340086831,26.3393946790334,41.5761532828899,26.0384072642493,41.1129517148291,25.9032455603184,41.4880587875077,25.0841504463632,44.2997219376555,26.7054545454545,43.9563636363636,25.7072570725707,41.9126691266913,25.2747252747253,40.9262166405024,25.2305246422893,40.7790143084261,26.8470990822834,42.0594182610048,25.5012531328321,41.7606516290727,32.319391634981,47.6914720260728,33.6677814938684,46.8784838350056,30.5825242718447,45.4490291262136,29.4573643410853,44.6290143964563,29.8750678978816,42.6941879413362,27.8026905829596,39.9663677130045,26.2237762237762,39.1025641025641
139959,"University of Georgia",27951,22,2814,2124,1587,28,19604,1034,213,525,5433,7,667,440,313,4,3692,197,25,88,1535,1,115,115,107,0,1086,60,20,31,27547,24,2615,2049,1494,32,19521,1015,227,570,5274,6,573,396,299,6,3638,215,52,89,1534,3,98,83,104,1,1140,58,15,32,26882,24,2465,2007,1409,32,19377,878,220,470,5261,6,547,383,265,7,3713,176,58,106,1372,0,98,102,76,2,992,54,16,32,26278,24,2346,1940,1364,29,19142,785,283,365,5237,3,524,379,287,6,3737,207,0,94,1292,1,84,88,77,0,982,34,6,20,26259,31,2193,1901,1248,26,19470,648,412,330,4935,3,518,335,246,9,3592,158,4,70,1332,1,75,63,75,0,1019,40,33,26,26373,42,2044,1933,1126,17,19934,518,510,249,5482,3,479,456,291,3,4023,174,7,46,1340,2,73,82,78,2,1023,40,15,25,25947,45,1907,1780,920,14,19992,325,742,222,4679,4,426,343,200,7,3352,150,168,29,1313,1,62,72,72,1,1007,28,53,17,13.2768058387893,29.8629744910737,12.8616546266381,29.1356590554325,12.7073878431664,27.9183096495796,12.5732551944592,27.1557957226577,11.9920789062798,25.8539929167143,11.5989838091988,24.4151215258029,10.4058272632674,22.9506301306509,13.8597459966869,32.0449107307197,13.1778536215396,31.0200985968904,12.3170499904961,29.4240638661851,12.7172045063968,28.6423524918847,11.7730496453901,27.2137791286727,13.6264137176213,26.6143743159431,11.6050438127805,28.3607608463347,14.4625407166124,29.2508143322476,12.1903520208605,25.6844850065189,12.9737609329446,27.6967930029155,12.7708978328173,23.9938080495356,10.3603603603604,23.4984984984985,11.9402985074627,23.6567164179105,10.967250571211,23.3054074638233
145637,"University of Illinois at Urbana-Champaign",33932,22,6089,1975,3480,24,15653,999,165,5525,7592,3,1488,548,934,2,3328,225,22,1042,1380,3,119,68,152,5,735,41,6,251,33368,22,5757,1801,3133,25,15905,950,256,5519,7562,5,1453,475,813,5,3416,231,55,1109,1381,4,120,58,134,0,752,40,14,259,32959,19,5319,1752,2839,37,16538,870,226,5359,6937,6,1353,356,720,5,3198,188,46,1065,1331,0,104,66,100,4,739,30,17,271,32695,19,4932,1781,2657,48,17176,816,235,5031,7329,5,1245,433,744,7,3471,215,38,1171,1343,0,114,59,97,1,749,29,16,278,32281,32,4613,1760,2400,57,17998,705,212,4504,6921,4,1203,412,624,11,3528,192,33,914,1350,4,103,68,101,4,785,29,15,241,32256,39,4340,1777,2250,54,18727,639,233,4197,7252,3,1104,401,538,9,3992,192,49,964,1398,3,112,57,91,7,803,17,22,286,31540,46,4119,1800,2163,56,19021,561,266,3508,6929,6,980,359,508,26,3945,144,54,907,1168,1,109,36,60,2,695,15,7,243,16.0762701874337,53.869503713309,14.7866219132103,52.3345720450731,13.9294274704936,49.8225067508116,13.5739409695672,47.4659733904267,12.886837458567,44.2458412069019,12.4844990079365,41.9425843253968,12.564996829423,39.6924540266329,19.5205479452055,56.1643835616438,17.0325310764348,54.8267654059773,15.511027821825,53.8993801355053,16.0594896984582,52.640196479738,14.9689351249819,49.0247074122237,12.9481522338665,44.9531163816878,12.5126280848607,43.0653773993361,15.9420289855072,46.7391304347826,13.9029688631427,45.5467052860246,12.4718256949662,44.4778362133734,11.6157855547282,44.2293373045421,12.5185185185185,41.8518518518518,10.5865522174535,42.5608011444921,8.21917808219178,40.4965753424658
153658,"University of Iowa",24476,39,982,816,1815,23,16783,681,803,2534,5641,11,240,181,459,5,4084,199,37,425,1265,6,43,60,75,1,973,36,17,54,23357,35,870,750,1669,23,15742,605,1012,2651,5239,10,223,211,477,2,3508,158,36,614,1056,1,35,37,77,0,793,31,26,56,22354,32,710,648,1416,22,15222,520,1289,2495,4666,4,178,167,395,6,3122,136,86,572,1172,0,34,37,72,0,911,35,25,58,21974,40,671,594,1270,19,15680,519,922,2259,4460,7,144,145,327,5,3083,136,142,471,1140,2,24,31,67,2,838,33,75,68,21999,48,688,557,1166,25,16261,333,869,2052,4470,9,158,142,305,3,3219,107,128,399,1258,2,32,41,72,0,982,16,63,50,21564,63,686,533,1015,32,16340,261,900,1734,4565,7,122,119,305,7,3283,88,150,484,1272,2,35,35,59,2,990,21,65,63,21176,78,716,512,808,28,16699,186,866,1283,4557,9,136,111,231,6,3435,83,158,388,1164,4,23,28,45,1,897,11,75,80,10.7493054420657,31.4307893446642,10.3566382669007,32.6026458877424,9.23324684620202,31.9048045092601,8.48275234367889,28.6429416583235,7.8321741897359,26.0830037728988,7.17863105175292,24.2255611203858,6.23347185493011,21.1418587079713,11.3455061159369,27.6014890976777,13.1322771521283,33.0406566138576,12.0445777968281,33.0904414916417,10.5829596412556,30.8744394618834,10,27.986577181208,9.28806133625411,28.0832420591457,7.50493745885451,24.6214614878209,10.6719367588933,23.0830039525692,10.7954545454545,24.905303030303,9.30034129692833,22.2696245733788,8.59649122807018,26.4912280701754,8.98251192368839,21.939586645469,7.38993710691824,22.1698113207547,6.27147766323024,22.9381443298969
155317,"University of Kansas",19262,79,890,799,1459,6,13651,947,175,1256,4233,14,189,182,367,3,3052,213,17,196,1245,10,59,78,127,1,840,57,19,54,19245,75,844,785,1375,8,13738,943,200,1277,4187,15,180,179,336,0,2937,222,29,289,1216,4,61,65,101,0,861,71,14,39,19343,85,792,893,1299,20,13969,874,173,1238,4084,11,175,247,304,6,2947,222,25,147,1323,9,61,88,108,0,907,67,32,51,19217,100,745,772,1209,18,14141,799,148,1285,4000,15,156,200,292,3,2981,204,32,117,1421,12,61,86,107,2,1008,68,24,53,19169,108,719,717,1132,13,14404,732,121,1223,3771,10,148,146,265,1,2829,235,17,120,1509,13,57,86,133,1,1072,71,18,58,19695,116,717,739,1039,15,15157,575,136,1201,3580,19,133,172,212,3,2778,162,16,85,1495,12,46,81,107,1,1151,44,15,38,20343,140,794,691,978,11,15890,436,205,1198,3702,13,140,130,194,2,2861,132,8,222,1516,12,50,76,123,2,1114,66,11,62,11.7225625584051,29.1298930536808,11.2236944660951,28.6152247336971,11.3322649020317,27.782660393941,10.3085809439559,26.4141125045533,9.64578225259534,24.8578433929783,9.02767199796903,23.041381061183,8.20429631814383,21.889593471956,12.9695251594614,27.8998346326482,12.2999761165512,29.854310962503,13.4916748285994,27.8403525954946,12.3,25.475,10.8989657915672,24.9801113762928,10.7262569832402,22.4022346368715,8.75202593192869,22.7174500270124,16.4658634538153,32.5301204819277,13.6513157894737,29.1940789473684,14.8148148148148,31.4436885865457,13.5819845179451,29.064039408867,14.5129224652087,28.9595758780649,12.5752508361204,23.0100334448161,13.1266490765172,26.5171503957784
157085,"University of Kentucky",22621,37,574,1763,997,21,17065,826,663,675,5117,8,128,481,246,1,3809,213,162,69,897,2,11,64,31,2,714,22,23,28,22705,41,567,1701,954,26,17221,769,641,785,5211,14,122,420,265,3,3935,241,114,97,935,0,24,54,35,2,733,23,28,36,22223,37,565,1690,845,26,16943,684,622,811,5185,11,143,429,246,10,3913,188,114,131,1026,2,14,52,43,4,797,32,34,48,21441,38,534,1657,705,14,16626,602,658,607,4684,3,123,427,200,2,3492,195,147,95,1100,6,19,85,43,4,834,39,36,34,20827,36,488,1560,573,12,16545,445,642,526,4647,12,98,411,167,1,3533,162,154,109,1118,4,17,62,45,1,871,37,33,48,20099,39,478,1497,453,9,16297,286,628,412,4139,6,78,346,115,4,3342,128,64,56,1112,3,27,70,42,1,847,31,39,52,19927,37,476,1438,373,7,16397,138,703,358,4328,5,120,363,111,4,3421,108,149,47,1118,1,17,53,37,1,882,15,60,52,12.2010521197118,24.5612483975067,11.6934595903986,24.1532702048007,11.4071007514737,23.759168429105,11.0162772258757,22.4569749545264,10.2415134200797,20.5598501944591,9.70197522264789,18.9163639982089,9.08817182716917,17.7146585035379,14.2075434825093,25.561852648036,13.1452696219536,24.4866628286317,13.0183220829315,24.5323047251688,13.3859948761742,25.4483347566183,12.4381321282548,23.972455347536,11.1379560280261,19.2558589031167,10.9519408502773,20.956561922366,10.5908584169454,20.4013377926421,9.51871657754011,21.6042780748663,9.25925925925926,22.3196881091618,11.6363636363636,24.1818181818182,9.57066189624329,22.0930232558139,10.0719424460432,23.8309352517986,8.05008944543828,21.1091234347048
163286,"University of Maryland-College Park",28472,30,4655,3669,2775,19,14324,1205,484,1311,4577,5,783,555,398,1,2358,211,72,194,2171,1,292,326,292,2,993,92,22,151,27443,36,4452,3499,2562,20,14175,1114,466,1119,3966,5,724,477,366,5,2065,165,61,98,2071,6,279,284,240,2,973,95,23,169,27056,36,4299,3447,2490,21,14086,1073,582,1022,4155,4,725,523,360,7,2135,196,43,162,2004,5,274,268,227,1,954,104,27,144,26658,33,4117,3326,2335,21,14226,956,785,859,4020,0,682,521,391,2,2059,158,63,144,2022,3,311,255,231,3,1004,83,20,112,26538,35,3957,3220,2102,27,14684,851,863,799,3903,5,608,554,334,0,2103,138,56,105,1854,5,243,232,198,3,950,71,35,117,26826,40,3978,3256,2022,35,15055,813,900,727,3992,5,546,574,359,2,2114,155,126,111,1927,2,241,220,173,1,1017,68,82,123,26922,47,4012,3195,1927,37,15468,745,858,633,3929,7,561,508,297,0,2171,121,189,75,1899,4,214,209,192,4,1013,80,80,103,22.6327620118011,49.6909244169711,22.085777793973,48.3474838756696,21.9433767001774,47.9376108811354,21.2356515867657,46.6351564258384,20.0542618132489,44.6680232119979,19.6749422202341,43.8790725415642,19.0253324418691,42.5451303766436,20.8214987983395,48.4815381254097,21.2556732223903,47.9324256177509,21.251504211793,48.6161251504212,22.6865671641791,48.7810945273632,22.7517294388932,46.1183704842429,23.3717434869739,47.0440881763527,20.4886739628404,44.7442097225757,28.4661446338093,54.2607093505297,25.3017865765331,53.0178657653308,24.7005988023952,52.3952095808383,24.0356083086053,50.3461918892186,23.19309600863,48.7594390507012,20.394395433316,47.223663725999,21.1163770405477,46.6561348077936
166629,"University of Massachusetts-Amherst",23373,27,2277,896,1344,10,15219,623,1748,1229,4679,4,583,177,282,2,2855,132,264,380,1533,4,80,100,138,1,994,36,139,41,22748,27,2041,851,1205,9,15151,609,1876,979,4702,4,504,143,293,3,3048,124,263,320,1393,3,71,87,110,0,902,35,133,52,22252,32,1841,836,1074,10,15033,539,2206,681,4694,1,513,153,224,0,3314,128,173,188,1458,4,74,94,80,1,971,35,158,41,22134,31,1702,795,1061,16,14699,512,2781,537,4686,5,408,148,220,3,3089,135,498,180,1468,3,68,88,92,0,931,43,205,38,21928,32,1634,773,1045,15,14883,464,2665,417,4679,3,380,152,220,0,3236,113,471,104,1380,4,58,80,84,2,879,25,225,23,21812,37,1608,774,1056,17,14915,451,2576,378,4777,4,370,140,234,2,3254,105,576,92,1371,3,71,58,84,0,895,23,216,21,21373,55,1580,778,1030,26,14877,455,2268,304,4563,3,324,134,203,2,2973,101,765,58,1386,3,59,61,70,3,870,17,275,28,9.58370769691524,34.8864073931459,9.03815720063302,33.3963425356075,8.58349811252921,32.4420276829049,8.38528959971085,33.5908556971176,8.2907697920467,32.1278730390368,8.38987713185402,31.6202090592334,8.4592710429046,30.393487109905,9.80978841632828,38.9826886086771,9.27264993619736,35.1765206295194,8.03152961227098,29.3992330634853,7.8531796841656,34.0802390098165,7.95041675571703,30.839923060483,7.82918149466192,31.8819342683693,7.38549200087662,34.8454963839579,15.5251141552511,35.1598173515982,14.1421392677674,35.2476669059584,11.9341563786008,33.4019204389575,12.2615803814714,36.5803814713896,11.8840579710145,36.304347826087,10.3574033552152,34.7191830780452,9.45165945165945,37.2294372294372
